Array,layer_thick,orientation,infill_pattern,infill_density,mwcnt,graphene,tensile_str,flexural_str
T224,0.19,On Long Edge,Grid,70,0.0,0.5,31.06,41.98
T225,0.29,On Long Edge,Grid,70,0.0,0.5,35.67,43.57
T226,0.29,On Long Edge,Grid,70,0.0,0.5,34.06,40.8
T227,0.39,On Long Edge,Grid,70,0.0,0.5,33.91,44.11
T228,0.39,On Long Edge,Grid,70,0.0,0.5,35.07,45.65
T229,0.19,On Long Edge,Grid,90,0.0,0.5,34.1,46.78
T230,0.19,On Long Edge,Grid,90,0.0,0.5,33.98,45.66
T231,0.29,On Long Edge,Grid,90,0.0,0.5,35.38,48.46
T232,0.29,On Long Edge,Grid,90,0.0,0.5,33.4,44.19
T233,0.39,On Long Edge,Grid,90,0.0,0.5,37.98,47.08
T234,0.39,On Long Edge,Grid,90,0.0,0.5,37.92,48.24
T235,0.19,On Long Edge,Honeycomb,50,0.0,0.5,28.6,43.49
T236,0.19,On Long Edge,Honeycomb,50,0.0,0.5,28.29,45.34
T237,0.29,On Long Edge,Honeycomb,50,0.0,0.5,30.15,46.29
T238,0.29,On Long Edge,Honeycomb,50,0.0,0.5,29.06,42.97
T239,0.39,On Long Edge,Honeycomb,50,0.0,0.5,29.8,47.78
T240,0.39,On Long Edge,Honeycomb,50,0.0,0.5,27.8,43.44
T241,0.19,On Long Edge,Honeycomb,70,0.0,0.5,27.96,43.67
T242,0.19,On Long Edge,Honeycomb,70,0.0,0.5,26.08,46.85
T243,0.29,On Long Edge,Honeycomb,70,0.0,0.5,31.21,50.38
T244,0.29,On Long Edge,Honeycomb,70,0.0,0.5,31.73,48.37
T245,0.39,On Long Edge,Honeycomb,70,0.0,0.5,34.57,46.99
T246,0.39,On Long Edge,Honeycomb,70,0.0,0.5,30.35,47.71
T247,0.19,On Long Edge,Honeycomb,90,0.0,0.5,29.61,45.65
T248,0.19,On Long Edge,Honeycomb,90,0.0,0.5,29.36,47.39
T249,0.29,On Long Edge,Honeycomb,90,0.0,0.5,32.61,48.14
T250,0.29,On Long Edge,Honeycomb,90,0.0,0.5,32.39,47.9
T251,0.39,On Long Edge,Honeycomb,90,0.0,0.5,34.38,50.34
T252,0.39,On Long Edge,Honeycomb,90,0.0,0.5,33.24,52.16
T253,0.19,On Long Edge,Linear,50,0.0,0.5,28.57,44.28
T254,0.19,On Long Edge,Linear,50,0.0,0.5,25.89,40.34
T255,0.29,On Long Edge,Linear,50,0.0,0.5,26.54,42.96
T256,0.29,On Long Edge,Linear,50,0.0,0.5,29.06,43.18
T257,0.39,On Long Edge,Linear,50,0.0,0.5,32.37,44.61
T258,0.39,On Long Edge,Linear,50,0.0,0.5,28.77,46.66
T259,0.19,On Long Edge,Linear,70,0.0,0.5,28.75,44.62
T260,0.19,On Long Edge,Linear,70,0.0,0.5,28.93,43.98
T261,0.29,On Long Edge,Linear,70,0.0,0.5,27.54,43.93
T262,0.29,On Long Edge,Linear,70,0.0,0.5,29.36,44.73
T263,0.39,On Long Edge,Linear,70,0.0,0.5,31.03,48.33
T264,0.39,On Long Edge,Linear,70,0.0,0.5,32.28,45.08
T265,0.19,On Long Edge,Linear,90,0.0,0.5,30.89,46.7
T266,0.19,On Long Edge,Linear,90,0.0,0.5,30.62,42.47
T267,0.29,On Long Edge,Linear,90,0.0,0.5,32.09,47.64
T268,0.29,On Long Edge,Linear,90,0.0,0.5,32.71,51.23
T269,0.39,On Long Edge,Linear,90,0.0,0.5,34.96,49.7
T270,0.39,On Long Edge,Linear,90,0.0,0.5,33.06,50.8
T271,0.19,On Short Edge,Grid,50,0.0,0.5,5.54,26.11
T272,0.19,On Short Edge,Grid,50,0.0,0.5,6.26,31.48
T273,0.29,On Short Edge,Grid,50,0.0,0.5,7.92,34.04
T274,0.29,On Short Edge,Grid,50,0.0,0.5,5.17,27.83
T275,0.39,On Short Edge,Grid,50,0.0,0.5,9.65,34.81
T276,0.39,On Short Edge,Grid,50,0.0,0.5,9.71,32.83
T277,0.19,On Short Edge,Grid,70,0.0,0.5,8.15,27.48
T278,0.19,On Short Edge,Grid,70,0.0,0.5,9.59,29.65
T279,0.29,On Short Edge,Grid,70,0.0,0.5,11.01,32.88
T280,0.29,On Short Edge,Grid,70,0.0,0.5,10.99,33.71
T281,0.39,On Short Edge,Grid,70,0.0,0.5,11.17,35.48
T282,0.39,On Short Edge,Grid,70,0.0,0.5,9.64,35.04
T283,0.19,On Short Edge,Grid,90,0.0,0.5,11.71,35.65
T284,0.19,On Short Edge,Grid,90,0.0,0.5,8.69,34.04
T285,0.29,On Short Edge,Grid,90,0.0,0.5,11.57,36.67
T286,0.29,On Short Edge,Grid,90,0.0,0.5,11.4,34.55
T287,0.39,On Short Edge,Grid,90,0.0,0.5,14.28,37.46
T288,0.39,On Short Edge,Grid,90,0.0,0.5,14.2,38.98
T289,0.19,On Short Edge,Honeycomb,50,0.0,0.5,3.13,31.26
T290,0.19,On Short Edge,Honeycomb,50,0.0,0.5,5.74,32.01
T291,0.29,On Short Edge,Honeycomb,50,0.0,0.5,4.12,31.11
T292,0.29,On Short Edge,Honeycomb,50,0.0,0.5,6.13,33.95
T293,0.39,On Short Edge,Honeycomb,50,0.0,0.5,5.58,37.02
T294,0.39,On Short Edge,Honeycomb,50,0.0,0.5,6.69,32.15
T295,0.19,On Short Edge,Honeycomb,70,0.0,0.5,5.69,36.39
T296,0.19,On Short Edge,Honeycomb,70,0.0,0.5,7.98,33.69
T297,0.29,On Short Edge,Honeycomb,70,0.0,0.5,6.77,38.97
T298,0.29,On Short Edge,Honeycomb,70,0.0,0.5,6.7,36.19
T299,0.39,On Short Edge,Honeycomb,70,0.0,0.5,7.27,34.7
T300,0.39,On Short Edge,Honeycomb,70,0.0,0.5,9.06,34.95
T301,0.19,On Short Edge,Honeycomb,90,0.0,0.5,7.83,33.97
T302,0.19,On Short Edge,Honeycomb,90,0.0,0.5,6.81,34.84
T303,0.29,On Short Edge,Honeycomb,90,0.0,0.5,9.37,38.24
T304,0.29,On Short Edge,Honeycomb,90,0.0,0.5,10.28,35.35
T305,0.39,On Short Edge,Honeycomb,90,0.0,0.5,9.98,39.71
T306,0.39,On Short Edge,Honeycomb,90,0.0,0.5,9.83,42.94
T307,0.19,On Short Edge,Linear,50,0.0,0.5,3.44,28.53
T308,0.19,On Short Edge,Linear,50,0.0,0.5,3.38,30.07
T309,0.29,On Short Edge,Linear,50,0.0,0.5,3.76,35.14
T310,0.29,On Short Edge,Linear,50,0.0,0.5,3.61,32.15
T311,0.39,On Short Edge,Linear,50,0.0,0.5,5.82,36.93
T312,0.39,On Short Edge,Linear,50,0.0,0.5,6.44,34.45
T313,0.19,On Short Edge,Linear,70,0.0,0.5,3.98,30.51
T314,0.19,On Short Edge,Linear,70,0.0,0.5,3.44,31.57
T315,0.29,On Short Edge,Linear,70,0.0,0.5,5.62,39.11
T316,0.29,On Short Edge,Linear,70,0.0,0.5,5.03,34.32
T317,0.39,On Short Edge,Linear,70,0.0,0.5,4.99,38.2
T318,0.39,On Short Edge,Linear,70,0.0,0.5,5.52,35.04
T319,0.19,On Short Edge,Linear,90,0.0,0.5,6.95,30.52
T320,0.19,On Short Edge,Linear,90,0.0,0.5,5.89,36.62
T321,0.29,On Short Edge,Linear,90,0.0,0.5,8.99,35.01
T322,0.29,On Short Edge,Linear,90,0.0,0.5,6.59,40.73
T323,0.39,On Short Edge,Linear,90,0.0,0.5,8.76,37.4
T324,0.39,On Short Edge,Linear,90,0.0,0.5,7.99,36.9
T325,0.19,Flat,Grid,50,0.0,1.0,22.75,33.46
T326,0.19,Flat,Grid,50,0.0,1.0,24.29,29.24
T327,0.29,Flat,Grid,50,0.0,1.0,25.0,32.68
T328,0.29,Flat,Grid,50,0.0,1.0,25.66,33.14
T329,0.39,Flat,Grid,50,0.0,1.0,26.69,35.13
T330,0.39,Flat,Grid,50,0.0,1.0,23.72,35.51
T331,0.19,Flat,Grid,70,0.0,1.0,23.28,34.82
T332,0.19,Flat,Grid,70,0.0,1.0,23.97,32.3
T333,0.29,Flat,Grid,70,0.0,1.0,26.25,36.51
T334,0.29,Flat,Grid,70,0.0,1.0,26.06,38.49
T335,0.39,Flat,Grid,70,0.0,1.0,29.67,40.63
T336,0.39,Flat,Grid,70,0.0,1.0,27.48,34.66
T337,0.19,Flat,Grid,90,0.0,1.0,27.67,34.65
T338,0.19,Flat,Grid,90,0.0,1.0,26.3,36.6
T339,0.29,Flat,Grid,90,0.0,1.0,25.89,40.47
T340,0.29,Flat,Grid,90,0.0,1.0,28.77,38.08
T341,0.39,Flat,Grid,90,0.0,1.0,30.29,40.47
T342,0.39,Flat,Grid,90,0.0,1.0,29.39,38.85
T343,0.19,Flat,Honeycomb,50,0.0,1.0,19.32,33.36
T344,0.19,Flat,Honeycomb,50,0.0,1.0,20.68,34.89
T345,0.29,Flat,Honeycomb,50,0.0,1.0,21.98,33.17
T346,0.29,Flat,Honeycomb,50,0.0,1.0,19.78,34.57
T347,0.39,Flat,Honeycomb,50,0.0,1.0,23.2,36.62
T348,0.39,Flat,Honeycomb,50,0.0,1.0,21.34,38.87
T349,0.19,Flat,Honeycomb,70,0.0,1.0,23.06,33.23
T350,0.19,Flat,Honeycomb,70,0.0,1.0,22.73,36.64
T351,0.29,Flat,Honeycomb,70,0.0,1.0,23.28,34.99
T352,0.29,Flat,Honeycomb,70,0.0,1.0,25.23,37.54
T353,0.39,Flat,Honeycomb,70,0.0,1.0,24.42,40.3
T354,0.39,Flat,Honeycomb,70,0.0,1.0,26.74,37.86
T355,0.19,Flat,Honeycomb,90,0.0,1.0,24.09,40.54
T356,0.19,Flat,Honeycomb,90,0.0,1.0,21.85,35.76
T357,0.29,Flat,Honeycomb,90,0.0,1.0,24.0,38.51
T358,0.29,Flat,Honeycomb,90,0.0,1.0,24.48,39.39
T359,0.39,Flat,Honeycomb,90,0.0,1.0,25.22,39.61
T360,0.39,Flat,Honeycomb,90,0.0,1.0,26.61,41.11
T361,0.19,Flat,Linear,50,0.0,1.0,20.25,35.71
T362,0.19,Flat,Linear,50,0.0,1.0,20.13,33.04
T363,0.29,Flat,Linear,50,0.0,1.0,20.27,40.19
T364,0.29,Flat,Linear,50,0.0,1.0,21.18,38.3
T365,0.39,Flat,Linear,50,0.0,1.0,22.54,39.74
T366,0.39,Flat,Linear,50,0.0,1.0,21.95,45.16
T367,0.19,Flat,Linear,70,0.0,1.0,20.26,36.94
T368,0.19,Flat,Linear,70,0.0,1.0,17.88,38.91
T369,0.29,Flat,Linear,70,0.0,1.0,21.58,38.9
T370,0.29,Flat,Linear,70,0.0,1.0,21.61,38.77
T371,0.39,Flat,Linear,70,0.0,1.0,23.39,40.93
T372,0.39,Flat,Linear,70,0.0,1.0,23.66,40.74
T373,0.19,Flat,Linear,90,0.0,1.0,22.03,41.26
T374,0.19,Flat,Linear,90,0.0,1.0,23.26,40.54
T375,0.29,Flat,Linear,90,0.0,1.0,22.87,43.17
T376,0.29,Flat,Linear,90,0.0,1.0,25.05,40.06
T377,0.39,Flat,Linear,90,0.0,1.0,27.01,41.83
T378,0.39,Flat,Linear,90,0.0,1.0,23.06,44.91
T379,0.19,On Long Edge,Grid,50,0.0,1.0,29.59,40.8
T380,0.19,On Long Edge,Grid,50,0.0,1.0,28.87,36.63
T381,0.29,On Long Edge,Grid,50,0.0,1.0,32.63,38.36
T382,0.29,On Long Edge,Grid,50,0.0,1.0,29.45,37.4
T383,0.39,On Long Edge,Grid,50,0.0,1.0,29.54,41.05
T384,0.39,On Long Edge,Grid,50,0.0,1.0,30.25,42.91
T385,0.19,On Long Edge,Grid,70,0.0,1.0,28.68,38.94
T386,0.19,On Long Edge,Grid,70,0.0,1.0,33.89,41.62
T387,0.29,On Long Edge,Grid,70,0.0,1.0,32.79,39.96
T388,0.29,On Long Edge,Grid,70,0.0,1.0,32.45,43.07
T389,0.39,On Long Edge,Grid,70,0.0,1.0,32.4,45.21
T390,0.39,On Long Edge,Grid,70,0.0,1.0,35.58,44.33
T391,0.19,On Long Edge,Grid,90,0.0,1.0,32.5,39.18
T392,0.19,On Long Edge,Grid,90,0.0,1.0,31.13,44.95
T393,0.29,On Long Edge,Grid,90,0.0,1.0,33.47,43.25
T394,0.29,On Long Edge,Grid,90,0.0,1.0,33.44,44.87
T395,0.39,On Long Edge,Grid,90,0.0,1.0,34.4,47.21
T396,0.39,On Long Edge,Grid,90,0.0,1.0,34.17,48.42
T397,0.19,On Long Edge,Honeycomb,50,0.0,1.0,25.01,42.24
T398,0.19,On Long Edge,Honeycomb,50,0.0,1.0,26.44,38.23
T399,0.29,On Long Edge,Honeycomb,50,0.0,1.0,29.2,39.25
T400,0.29,On Long Edge,Honeycomb,50,0.0,1.0,27.21,41.79
T401,0.39,On Long Edge,Honeycomb,50,0.0,1.0,29.29,40.07
T402,0.39,On Long Edge,Honeycomb,50,0.0,1.0,28.19,44.11
T403,0.19,On Long Edge,Honeycomb,70,0.0,1.0,26.15,44.14
T404,0.19,On Long Edge,Honeycomb,70,0.0,1.0,28.63,40.84
T405,0.29,On Long Edge,Honeycomb,70,0.0,1.0,29.15,47.24
T406,0.29,On Long Edge,Honeycomb,70,0.0,1.0,30.73,44.5
T407,0.39,On Long Edge,Honeycomb,70,0.0,1.0,29.02,48.81
T408,0.39,On Long Edge,Honeycomb,70,0.0,1.0,32.39,45.52
T409,0.19,On Long Edge,Honeycomb,90,0.0,1.0,28.7,43.45
T410,0.19,On Long Edge,Honeycomb,90,0.0,1.0,27.81,42.92
T411,0.29,On Long Edge,Honeycomb,90,0.0,1.0,31.99,42.45
T412,0.29,On Long Edge,Honeycomb,90,0.0,1.0,30.52,46.01
T413,0.39,On Long Edge,Honeycomb,90,0.0,1.0,32.59,45.61
T414,0.39,On Long Edge,Honeycomb,90,0.0,1.0,30.84,49.81
T415,0.19,On Long Edge,Linear,50,0.0,1.0,23.53,43.59
T416,0.19,On Long Edge,Linear,50,0.0,1.0,24.44,43.72
T417,0.29,On Long Edge,Linear,50,0.0,1.0,26.01,41.65
T418,0.29,On Long Edge,Linear,50,0.0,1.0,27.58,43.73
T419,0.39,On Long Edge,Linear,50,0.0,1.0,29.81,47.38
T420,0.39,On Long Edge,Linear,50,0.0,1.0,27.75,44.95
T421,0.19,On Long Edge,Linear,70,0.0,1.0,26.56,44.11
T422,0.19,On Long Edge,Linear,70,0.0,1.0,25.45,45.29
T423,0.29,On Long Edge,Linear,70,0.0,1.0,27.54,45.0
T424,0.29,On Long Edge,Linear,70,0.0,1.0,27.37,46.18
T425,0.39,On Long Edge,Linear,70,0.0,1.0,28.68,48.01
T426,0.39,On Long Edge,Linear,70,0.0,1.0,32.93,47.67
T427,0.19,On Long Edge,Linear,90,0.0,1.0,27.5,42.74
T428,0.19,On Long Edge,Linear,90,0.0,1.0,28.09,43.76
T429,0.29,On Long Edge,Linear,90,0.0,1.0,29.07,48.04
T430,0.29,On Long Edge,Linear,90,0.0,1.0,27.4,48.05
T431,0.39,On Long Edge,Linear,90,0.0,1.0,31.4,47.42
T432,0.39,On Long Edge,Linear,90,0.0,1.0,30.55,46.45
T433,0.19,On Short Edge,Grid,50,0.0,1.0,9.39,24.21
T434,0.19,On Short Edge,Grid,50,0.0,1.0,7.19,23.32
T435,0.29,On Short Edge,Grid,50,0.0,1.0,10.33,25.44
T436,0.29,On Short Edge,Grid,50,0.0,1.0,9.33,28.35
T437,0.39,On Short Edge,Grid,50,0.0,1.0,9.99,25.64
T438,0.39,On Short Edge,Grid,50,0.0,1.0,9.39,30.19
T439,0.19,On Short Edge,Grid,70,0.0,1.0,9.03,24.71
T440,0.19,On Short Edge,Grid,70,0.0,1.0,10.14,27.41
T441,0.29,On Short Edge,Grid,70,0.0,1.0,9.82,25.86
T442,0.29,On Short Edge,Grid,70,0.0,1.0,8.46,24.38
T443,0.39,On Short Edge,Grid,70,0.0,1.0,11.59,28.0
T444,0.39,On Short Edge,Grid,70,0.0,1.0,14.24,29.72
T445,0.19,On Short Edge,Grid,90,0.0,1.0,7.99,30.17
T446,0.19,On Short Edge,Grid,90,0.0,1.0,10.62,28.88
T447,0.29,On Short Edge,Grid,90,0.0,1.0,12.77,30.15
T448,0.29,On Short Edge,Grid,90,0.0,1.0,12.57,30.04
T449,0.39,On Short Edge,Grid,90,0.0,1.0,12.04,32.27
T450,0.39,On Short Edge,Grid,90,0.0,1.0,14.7,31.23
T451,0.19,On Short Edge,Honeycomb,50,0.0,1.0,4.49,25.44
T452,0.19,On Short Edge,Honeycomb,50,0.0,1.0,5.89,24.27
T453,0.29,On Short Edge,Honeycomb,50,0.0,1.0,5.05,26.5
T454,0.29,On Short Edge,Honeycomb,50,0.0,1.0,5.26,22.74
T455,0.39,On Short Edge,Honeycomb,50,0.0,1.0,6.17,29.23
T456,0.39,On Short Edge,Honeycomb,50,0.0,1.0,6.87,27.31
T457,0.19,On Short Edge,Honeycomb,70,0.0,1.0,4.64,26.09
T458,0.19,On Short Edge,Honeycomb,70,0.0,1.0,4.49,25.81
T459,0.29,On Short Edge,Honeycomb,70,0.0,1.0,6.28,30.27
T460,0.29,On Short Edge,Honeycomb,70,0.0,1.0,8.0,30.34
T461,0.39,On Short Edge,Honeycomb,70,0.0,1.0,8.85,29.47
T462,0.39,On Short Edge,Honeycomb,70,0.0,1.0,9.44,30.16
T463,0.19,On Short Edge,Honeycomb,90,0.0,1.0,6.9,31.04
T464,0.19,On Short Edge,Honeycomb,90,0.0,1.0,6.97,29.14
T465,0.29,On Short Edge,Honeycomb,90,0.0,1.0,6.82,31.56
T466,0.29,On Short Edge,Honeycomb,90,0.0,1.0,7.29,32.47
T467,0.39,On Short Edge,Honeycomb,90,0.0,1.0,9.67,28.81
T468,0.39,On Short Edge,Honeycomb,90,0.0,1.0,9.48,32.31
T469,0.19,On Short Edge,Linear,50,0.0,1.0,3.8,27.7
T470,0.19,On Short Edge,Linear,50,0.0,1.0,2.87,28.33
T471,0.29,On Short Edge,Linear,50,0.0,1.0,1.1,27.17
T472,0.29,On Short Edge,Linear,50,0.0,1.0,3.46,26.18
T473,0.39,On Short Edge,Linear,50,0.0,1.0,7.35,31.99
T474,0.39,On Short Edge,Linear,50,0.0,1.0,5.35,32.63
T475,0.19,On Short Edge,Linear,70,0.0,1.0,4.86,27.7
T476,0.19,On Short Edge,Linear,70,0.0,1.0,3.95,27.05
T477,0.29,On Short Edge,Linear,70,0.0,1.0,6.79,31.66
T478,0.29,On Short Edge,Linear,70,0.0,1.0,6.52,26.72
T479,0.39,On Short Edge,Linear,70,0.0,1.0,8.08,33.51
T480,0.39,On Short Edge,Linear,70,0.0,1.0,6.97,32.55
T481,0.19,On Short Edge,Linear,90,0.0,1.0,4.1,28.22
T482,0.19,On Short Edge,Linear,90,0.0,1.0,5.87,29.91
T483,0.29,On Short Edge,Linear,90,0.0,1.0,8.15,30.3
T484,0.29,On Short Edge,Linear,90,0.0,1.0,7.35,31.58
T485,0.39,On Short Edge,Linear,90,0.0,1.0,9.85,37.07
T486,0.39,On Short Edge,Linear,90,0.0,1.0,11.22,31.61
T487,0.19,Flat,Grid,50,0.0,1.5,24.66,32.55
T488,0.19,Flat,Grid,50,0.0,1.5,24.64,34.49
T489,0.29,Flat,Grid,50,0.0,1.5,26.32,35.89
T490,0.29,Flat,Grid,50,0.0,1.5,28.01,36.87
T491,0.39,Flat,Grid,50,0.0,1.5,27.39,37.99
T492,0.39,Flat,Grid,50,0.0,1.5,28.77,38.73
T493,0.19,Flat,Grid,70,0.0,1.5,25.7,33.72
T494,0.19,Flat,Grid,70,0.0,1.5,24.78,36.14
T495,0.29,Flat,Grid,70,0.0,1.5,25.56,37.76
T496,0.29,Flat,Grid,70,0.0,1.5,27.17,39.22
T497,0.39,Flat,Grid,70,0.0,1.5,27.62,37.52
T498,0.39,Flat,Grid,70,0.0,1.5,28.71,40.76
T499,0.19,Flat,Grid,90,0.0,1.5,29.01,36.81
T500,0.19,Flat,Grid,90,0.0,1.5,28.29,36.55
T501,0.29,Flat,Grid,90,0.0,1.5,28.31,40.67
T502,0.29,Flat,Grid,90,0.0,1.5,30.09,38.69
T503,0.39,Flat,Grid,90,0.0,1.5,31.29,39.6
T504,0.39,Flat,Grid,90,0.0,1.5,30.47,40.52
T505,0.19,Flat,Honeycomb,50,0.0,1.5,19.99,27.74
T506,0.19,Flat,Honeycomb,50,0.0,1.5,21.59,30.11
T507,0.29,Flat,Honeycomb,50,0.0,1.5,21.63,31.88
T508,0.29,Flat,Honeycomb,50,0.0,1.5,22.75,31.23
T509,0.39,Flat,Honeycomb,50,0.0,1.5,26.48,32.3
T510,0.39,Flat,Honeycomb,50,0.0,1.5,23.96,32.9
T511,0.19,Flat,Honeycomb,70,0.0,1.5,22.0,31.6
T512,0.19,Flat,Honeycomb,70,0.0,1.5,22.09,30.28
T513,0.29,Flat,Honeycomb,70,0.0,1.5,24.09,34.92
T514,0.29,Flat,Honeycomb,70,0.0,1.5,25.05,33.65
T515,0.39,Flat,Honeycomb,70,0.0,1.5,24.58,35.63
T516,0.39,Flat,Honeycomb,70,0.0,1.5,26.71,36.94
T517,0.19,Flat,Honeycomb,90,0.0,1.5,24.36,32.92
T518,0.19,Flat,Honeycomb,90,0.0,1.5,23.7,34.39
T519,0.29,Flat,Honeycomb,90,0.0,1.5,26.25,33.11
T520,0.29,Flat,Honeycomb,90,0.0,1.5,26.21,36.31
T521,0.39,Flat,Honeycomb,90,0.0,1.5,25.9,36.4
T522,0.39,Flat,Honeycomb,90,0.0,1.5,26.05,36.51
T523,0.19,Flat,Linear,50,0.0,1.5,17.91,32.68
T524,0.19,Flat,Linear,50,0.0,1.5,18.66,32.17
T525,0.29,Flat,Linear,50,0.0,1.5,20.5,34.6
T526,0.29,Flat,Linear,50,0.0,1.5,19.89,34.59
T527,0.39,Flat,Linear,50,0.0,1.5,23.05,37.37
T528,0.39,Flat,Linear,50,0.0,1.5,24.91,33.45
T529,0.19,Flat,Linear,70,0.0,1.5,21.46,33.31
T530,0.19,Flat,Linear,70,0.0,1.5,18.81,35.39
T531,0.29,Flat,Linear,70,0.0,1.5,24.16,35.73
T532,0.29,Flat,Linear,70,0.0,1.5,22.83,36.17
T533,0.39,Flat,Linear,70,0.0,1.5,24.6,39.45
T534,0.39,Flat,Linear,70,0.0,1.5,24.49,38.73
T535,0.19,Flat,Linear,90,0.0,1.5,24.08,36.04
T536,0.19,Flat,Linear,90,0.0,1.5,23.68,35.15
T537,0.29,Flat,Linear,90,0.0,1.5,25.99,39.25
T538,0.29,Flat,Linear,90,0.0,1.5,23.61,35.42
T539,0.39,Flat,Linear,90,0.0,1.5,25.58,38.67
T540,0.39,Flat,Linear,90,0.0,1.5,25.94,42.21
T541,0.19,On Long Edge,Grid,50,0.0,1.5,30.75,45.8
T542,0.19,On Long Edge,Grid,50,0.0,1.5,30.95,46.45
T543,0.29,On Long Edge,Grid,50,0.0,1.5,29.36,48.39
T544,0.29,On Long Edge,Grid,50,0.0,1.5,32.77,47.69
T545,0.39,On Long Edge,Grid,50,0.0,1.5,34.68,49.87
T546,0.39,On Long Edge,Grid,50,0.0,1.5,34.44,53.25
T547,0.19,On Long Edge,Grid,70,0.0,1.5,31.95,45.32
T548,0.19,On Long Edge,Grid,70,0.0,1.5,31.68,45.62
T549,0.29,On Long Edge,Grid,70,0.0,1.5,34.26,51.89
T550,0.29,On Long Edge,Grid,70,0.0,1.5,34.36,50.5
T551,0.39,On Long Edge,Grid,70,0.0,1.5,34.33,54.27
T552,0.39,On Long Edge,Grid,70,0.0,1.5,35.92,52.45
T553,0.19,On Long Edge,Grid,90,0.0,1.5,33.8,50.21
T554,0.19,On Long Edge,Grid,90,0.0,1.5,34.08,49.19
T555,0.29,On Long Edge,Grid,90,0.0,1.5,36.81,52.26
T556,0.29,On Long Edge,Grid,90,0.0,1.5,35.75,51.44
T557,0.39,On Long Edge,Grid,90,0.0,1.5,36.99,50.84
T558,0.39,On Long Edge,Grid,90,0.0,1.5,35.29,54.01
T559,0.19,On Long Edge,Honeycomb,50,0.0,1.5,25.49,45.19
T560,0.19,On Long Edge,Honeycomb,50,0.0,1.5,25.08,42.38
T561,0.29,On Long Edge,Honeycomb,50,0.0,1.5,30.5,44.57
T562,0.29,On Long Edge,Honeycomb,50,0.0,1.5,28.18,43.18
T563,0.39,On Long Edge,Honeycomb,50,0.0,1.5,30.84,44.85
T564,0.39,On Long Edge,Honeycomb,50,0.0,1.5,29.9,46.85
T565,0.19,On Long Edge,Honeycomb,70,0.0,1.5,28.18,44.04
T566,0.19,On Long Edge,Honeycomb,70,0.0,1.5,28.19,42.62
T567,0.29,On Long Edge,Honeycomb,70,0.0,1.5,31.45,47.79
T568,0.29,On Long Edge,Honeycomb,70,0.0,1.5,29.67,45.56
T569,0.39,On Long Edge,Honeycomb,70,0.0,1.5,31.34,48.64
T570,0.39,On Long Edge,Honeycomb,70,0.0,1.5,30.48,47.8
T571,0.19,On Long Edge,Honeycomb,90,0.0,1.5,30.36,46.78
T572,0.19,On Long Edge,Honeycomb,90,0.0,1.5,26.77,46.46
T573,0.29,On Long Edge,Honeycomb,90,0.0,1.5,31.95,49.27
T574,0.29,On Long Edge,Honeycomb,90,0.0,1.5,30.93,47.23
T575,0.39,On Long Edge,Honeycomb,90,0.0,1.5,34.46,47.83
T576,0.39,On Long Edge,Honeycomb,90,0.0,1.5,34.97,53.35
T577,0.19,On Long Edge,Linear,50,0.0,1.5,26.13,44.97
T578,0.19,On Long Edge,Linear,50,0.0,1.5,23.72,42.94
T579,0.29,On Long Edge,Linear,50,0.0,1.5,28.34,46.36
T580,0.29,On Long Edge,Linear,50,0.0,1.5,26.83,46.18
T581,0.39,On Long Edge,Linear,50,0.0,1.5,29.17,47.48
T582,0.39,On Long Edge,Linear,50,0.0,1.5,28.51,47.82
T583,0.19,On Long Edge,Linear,70,0.0,1.5,25.76,46.31
T584,0.19,On Long Edge,Linear,70,0.0,1.5,29.26,48.2
T585,0.29,On Long Edge,Linear,70,0.0,1.5,26.74,48.64
T586,0.29,On Long Edge,Linear,70,0.0,1.5,29.38,47.32
T587,0.39,On Long Edge,Linear,70,0.0,1.5,28.87,48.1
T588,0.39,On Long Edge,Linear,70,0.0,1.5,29.5,50.34
T589,0.19,On Long Edge,Linear,90,0.0,1.5,28.35,47.05
T590,0.19,On Long Edge,Linear,90,0.0,1.5,27.02,48.34
T591,0.29,On Long Edge,Linear,90,0.0,1.5,31.36,48.63
T592,0.29,On Long Edge,Linear,90,0.0,1.5,30.6,47.35
T593,0.39,On Long Edge,Linear,90,0.0,1.5,30.74,52.85
T594,0.39,On Long Edge,Linear,90,0.0,1.5,30.18,51.06
T595,0.19,On Short Edge,Grid,50,0.0,1.5,7.44,25.86
T596,0.19,On Short Edge,Grid,50,0.0,1.5,4.51,27.74
T597,0.29,On Short Edge,Grid,50,0.0,1.5,9.64,28.57
T598,0.29,On Short Edge,Grid,50,0.0,1.5,8.11,30.85
T599,0.39,On Short Edge,Grid,50,0.0,1.5,9.03,30.53
T600,0.39,On Short Edge,Grid,50,0.0,1.5,7.48,28.87
T601,0.19,On Short Edge,Grid,70,0.0,1.5,8.55,29.18
T602,0.19,On Short Edge,Grid,70,0.0,1.5,8.83,30.34
T603,0.29,On Short Edge,Grid,70,0.0,1.5,7.81,29.21
T604,0.29,On Short Edge,Grid,70,0.0,1.5,9.15,30.01
T605,0.39,On Short Edge,Grid,70,0.0,1.5,10.6,31.87
T606,0.39,On Short Edge,Grid,70,0.0,1.5,9.0,32.71
T607,0.19,On Short Edge,Grid,90,0.0,1.5,9.82,31.36
T608,0.19,On Short Edge,Grid,90,0.0,1.5,10.13,29.15
T609,0.29,On Short Edge,Grid,90,0.0,1.5,8.75,32.79
